58;15;518,2;5.150,70;76,3;180,61;107,72;;;;;;;;
58;17,5;513,6;5.105,60;76,2;183,14;109,66;;;;;;;;
58;20;509,1;5.060,90;76,2;185,62;111,55;;;;;;;;
58;22,5;504,6;5.016,30;76,2;188,05;113,41;;;;;;;;
58;25;500,2;4.971,80;76,2;190,46;115,24;;;;;;;;
58;27,5;495,7;4.927,30;76,2;192,83;117,04;;;;;;;;
58;30;491,2;4.882,70;76,2;195,18;118,81;;;;;;;;
58;32,5;486,7;4.837,90;76,1;197,5;120,57;;;;;;;;
58;35;482,2;4.793,00;76,1;199,8;122,3;;;;;;;;
58;37,5;477,6;4.747,80;76,1;202,09;124,02;;;;;;;;
58;40;473,1;4.702,30;76,1;204,36;125,72;;;;;;;;
58;42,5;468,4;4.656,50;76,1;206,62;127,4;;;;;;;;
58;45;463,8;4.610,30;76;208,86;129,08;;;;;;;;
58;47,5;459,1;4.563,70;76;211,09;130,73;;;;;;;;
58;50;454,4;4.516,60;76;213,31;132,37;;;;;;;;
59;10;538,4;5.351,50;76,3;176,61;106,4;;;;;;;;
59;12,5;533,8;5.306,50;76,3;179,26;108,44;;;;;;;;
59;15;529,4;5.262,10;76,3;181,84;110,43;;;;;;;;
59;17,5;524,9;5.218,10;76,3;184,37;112,37;;;;;;;;
59;20;520,6;5.174,50;76,3;186,84;114,27;;;;;;;;
59;22,5;516,2;5.131,00;76,3;189,27;116,13;;;;;;;;
59;25;511,8;5.087,70;76,2;191,67;117,96;;;;;;;;
59;27,5;507,5;5.044,30;76,2;194,04;119,76;;;;;;;;
59;30;503,1;5.000,90;76,2;196,39;121,54;;;;;;;;
59;32,5;498,7;4.957,30;76,2;198,71;123,3;;;;;;;;
59;35;494,3;4.913,60;76,2;201,01;125,05;;;;;;;;
59;37,5;489,9;4.869,60;76,1;203,3;126,77;;;;;;;;
59;40;485,4;4.825,40;76,1;205,57;128,48;;;;;;;;
59;42,5;481;4.780,90;76,1;207,82;130,17;;;;;;;;
59;45;476,4;4.736,00;76,1;210,07;131,85;;;;;;;;
59;47,5;471,9;4.690,80;76,1;212,3;133,51;;;;;;;;
59;50;467,3;4.645,20;76,1;214,52;135,16;;;;;;;;
60;10;549,3;5.460,20;76,4;177,88;109,14;;;;;;;;
60;12,5;544,9;5.416,30;76,4;180,53;111,18;;;;;;;;
60;15;540,5;5.373,00;76,4;183,1;113,17;;;;;;;;
60;17,5;536,2;5.330,10;76,3;185,62;115,11;;;;;;;;
60;20;531,9;5.287,60;76,3;188,09;117,01;;;;;;;;
60;22,5;527,7;5.245,20;76,3;190,52;118,88;;;;;;;;
60;25;523,4;5.202,90;76,3;192,91;120,71;;;;;;;;
60;27,5;519,2;5.160,60;76,3;195,28;122,52;;;;;;;;
60;30;514,9;5.118,30;76,3;197,62;124,31;;;;;;;;
60;32,5;510,6;5.075,80;76,2;199,94;126,07;;;;;;;;
60;35;506,3;5.033,20;76,2;202,25;127,82;;;;;;;;
60;37,5;502;4.990,40;76,2;204,53;129,55;;;;;;;;
60;40;497,7;4.947,40;76,2;206,8;131,27;;;;;;;;
60;42,5;493,4;4.904,10;76,2;209,05;132,96;;;;;;;;
60;45;489;4.860,50;76,1;211,3;134,65;;;;;;;;
60;47,5;484,6;4.816,60;76,1;213,53;136,32;;;;;;;;
60;50;480,1;4.772,30;76,1;215,74;137,98;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Legenda de Variáveis de Análise de Sensibilidade;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Freq. Motor [1];Conjunto BCS 1;;;;;;;;;;;;;
Pjus [1];Nenhum;;;;;;;;;;;;;
