49;20;414,8;3.946,80;75,7;170,79;89,99;80,8;;;;;;;
49;22;409,4;3.895,10;75,7;172,86;91,58;81,28;;;;;;;
49;24;404;3.843,80;75,6;174,87;93,12;81,75;;;;;;;
49;26;398,5;3.791,60;75,6;176,88;94,66;82,22;;;;;;;
49;28;393,1;3.740,50;75,6;178,8;96,12;82,68;;;;;;;
49;30;387,6;3.688,40;75,6;180,73;97,58;83,15;;;;;;;
49;32;382;3.634,90;75,5;182,66;99,04;83,62;;;;;;;
49;34;376,4;3.581,80;75,5;184,54;100,45;84,09;;;;;;;
49;36;370,7;3.527,30;75,5;186,42;101,86;84,56;;;;;;;
49;38;365;3.473,10;75,4;188,25;103,22;85,03;;;;;;;
49;40;359,2;3.418,00;75,4;190,06;104,56;85,5;;;;;;;
49;42;353,3;3.361,80;75,3;191,86;105,89;85,97;;;;;;;
49;44;347,3;3.304,50;75,3;193,65;107,2;86,45;;;;;;;
49;46;341,2;3.246,20;75,3;195,43;108,5;86,93;;;;;;;
49;48;334,9;3.186,80;75,2;197,2;109,77;87,43;;;;;;;
49;50;328,5;3.126,00;75,2;198,96;111,04;87,92;;;;;;;
49;52;322;3.064,00;75,1;200,71;112,29;88,42;;;;;;;
49;54;315,4;3.000,50;75,1;202,46;113,53;88,93;;;;;;;
49;56;308,5;2.935,60;75;204,2;114,76;89,44;;;;;;;
49;58;301,5;2.869,20;75;205,93;115,98;89,95;;;;;;;
49;60;294,4;2.801,20;74,9;207,66;117,19;90,47;;;;;;;
49;62;287,1;2.731,60;74,8;209,38;118,39;90,99;;;;;;;
49;64;279,6;2.660,30;74,8;211,1;119,59;91,51;;;;;;;
49;66;271,9;2.586,90;74,7;212,81;120,78;92,03;;;;;;;
49;68;264;2.511,60;74,6;214,52;121,96;92,56;;;;;;;
49;70;255,8;2.434,00;74,5;216,23;123,14;93,09;;;;;;;
50;10;450,3;4.284,80;75,9;162,69;85,14;77,55;;;;;;;
50;12;446;4.243,20;75,9;164,54;86,58;77,96;;;;;;;
50;14;441,6;4.202,00;75,8;166,36;88;78,36;;;;;;;
50;16;437,4;4.161,50;75,8;168,12;89,36;78,76;;;;;;;
50;18;433,1;4.120,90;75,8;169,85;90,71;79,14;;;;;;;
50;20;428,1;4.073,70;75,8;171,84;92,25;79,59;;;;;;;
50;22;422,9;4.023,70;75,7;173,91;93,84;80,07;;;;;;;
50;24;417,7;3.974,40;75,7;175,92;95,39;80,53;;;;;;;
50;26;412,4;3.924,20;75,7;177,93;96,93;81;;;;;;;
50;28;407,3;3.875,20;75,7;179,86;98,4;81,46;;;;;;;
50;30;402;3.825,20;75,6;181,78;99,87;81,91;;;;;;;
50;32;396,6;3.774,00;75,6;183,71;101,33;82,38;;;;;;;
50;34;391,3;3.723,20;75,6;185,59;102,76;82,83;;;;;;;
50;36;385,9;3.671,30;75,5;187,47;104,17;83,3;;;;;;;
50;38;380,4;3.619,80;75,5;189,3;105,54;83,76;;;;;;;
50;40;374,9;3.567,40;75,5;191,11;106,9;84,21;;;;;;;
50;42;369,3;3.514,30;75,4;192,92;108,24;84,68;;;;;;;
50;44;363,7;3.460,10;75,4;194,7;109,56;85,14;;;;;;;
50;46;357,9;3.404,90;75,4;196,48;110,87;85,61;;;;;;;
50;48;351,9;3.348,60;75,3;198,25;112,17;86,08;;;;;;;
50;50;345,9;3.291,20;75,3;200,01;113,46;86,55;;;;;;;
50;52;339,8;3.232,90;75,2;201,77;114,72;87,05;;;;;;;
50;54;333,5;3.173,30;75,2;203,51;115,97;87,54;;;;;;;
50;56;327,1;3.112,50;75,2;205,25;117,22;88,03;;;;;;;
50;58;320,6;3.050,30;75,1;206,98;118,45;88,53;;;;;;;
50;60;313,9;2.986,80;75,1;208,71;119,67;89,04;;;;;;;
50;62;307,1;2.921,80;75;210,43;120,88;89,55;;;;;;;
50;64;300,1;2.855,30;74,9;212,14;122,09;90,05;;;;;;;
50;66;293;2.787,40;74,9;213,85;123,28;90,57;;;;;;;
50;68;285,6;2.717,80;74,8;215,56;124,47;91,09;;;;;;;
50;70;278,1;2.646,50;74,8;217,27;125,66;91,61;;;;;;;
51;10;462,9;4.404,80;75,9;163,72;87,37;76,35;;;;;;;
51;12;458,7;4.364,80;75,9;165,56;88,8;76,76;;;;;;;
51;14;454,5;4.324,40;75,9;167,39;90,23;77,16;;;;;;;
51;16;450,4;4.285,40;75,9;169,14;91,59;77,55;;;;;;;
51;18;446,3;4.246,00;75,9;170,88;92,95;77,93;;;;;;;
51;20;441,3;4.199,10;75,8;172,92;94,54;78,38;;;;;;;
51;22;436,2;4.150,80;75,8;175;96,14;78,86;;;;;;;
51;24;431,2;4.103,20;75,8;177;97,69;79,31;;;;;;;
51;26;426,2;4.054,80;75,8;179,01;99,23;79,78;;;;;;;
51;28;421,2;4.007,70;75,7;180,93;100,71;80,22;;;;;;;
51;30;416,2;3.959,60;75,7;182,86;102,18;80,68;;;;;;;
51;32;411;3.910,60;75,7;184,79;103,66;81,13;;;;;;;
51;34;405,9;3.861,90;75,7;186,67;105,09;81,58;;;;;;;
51;36;400,7;3.812,20;75,6;188,55;106,51;82,04;;;;;;;
51;38;395,5;3.763,00;75,6;190,37;107,89;82,48;;;;;;;
51;40;390,3;3.713,20;75,6;192,19;109,26;82,93;;;;;;;
51;42;384,9;3.662,60;75,5;193,99;110,61;83,38;;;;;;;
51;44;379,5;3.611,20;75,5;195,78;111,95;83,83;;;;;;;
51;46;374;3.558,90;75,5;197,56;113,27;84,29;;;;;;;
51;48;368,5;3.505,70;75,4;199,33;114,58;84,75;;;;;;;
51;50;362,8;3.451,50;75,4;201,09;115,88;85,21;;;;;;;
51;52;356,9;3.396,20;75,4;202,84;117,16;85,68;;;;;;;
51;54;351;3.339,90;75,3;204,59;118,43;86,16;;;;;;;
51;56;345;3.282,40;75,3;206,33;119,7;86,63;;;;;;;
51;58;338,8;3.224,00;75,2;208,06;120,94;87,12;;;;;;;
51;60;332,6;3.164,40;75,2;209,78;122,17;87,61;;;;;;;
51;62;326,2;3.103,50;75,1;211,5;123,4;88,1;;;;;;;
51;64;319,6;3.041,40;75,1;213,22;124,61;88,61;;;;;;;
51;66;313;2.977,80;75,1;214,93;125,82;89,11;;;;;;;
51;68;306,1;2.912,90;75;216,63;127,02;89,61;;;;;;;
51;70;299,2;2.846,50;74,9;218,33;128,21;90,12;;;;;;;
52;10;475,4;4.523,60;76;164,78;89,64;75,14;;;;;;;
52;12;471,3;4.484,70;76;166,63;91,08;75,55;;;;;;;
52;14;467,3;4.446,40;76;168,42;92,49;75,93;;;;;;;
52;16;463,3;4.407,90;75,9;170,19;93,87;76,32;;;;;;;
52;18;459,2;4.368,70;75,9;171,98;95,27;76,71;;;;;;;
52;20;454,4;4.323,20;75,9;174,03;96,86;77,17;;;;;;;
52;22;449,5;4.276,40;75,9;176,1;98,47;77,63;;;;;;;
52;24;444,6;4.230,50;75,9;178,11;100,02;78,09;;;;;;;
52;26;439,7;4.183,80;75,8;180,11;101,57;78,54;;;;;;;
52;28;434,9;4.138,40;75,8;182,03;103,05;78,98;;;;;;;
52;30;430,1;4.092,10;75,8;183,95;104,53;79,42;;;;;;;
52;32;425,1;4.044,80;75,8;185,88;106,01;79,87;;;;;;;
52;34;420,2;3.998,10;75,7;187,76;107,45;80,31;;;;;;;
52;36;415,2;3.950,50;75,7;189,64;108,88;80,76;;;;;;;
52;38;410,2;3.903,40;75,7;191,47;110,27;81,2;;;;;;;
52;40;405,2;3.855,70;75,7;193,28;111,64;81,64;;;;;;;
52;42;400,2;3.807,40;75,6;195,08;113,01;82,07;;;;;;;
52;44;395;3.758,50;75,6;196,87;114,35;82,52;;;;;;;
52;46;389,8;3.708,80;75,6;198,66;115,69;82,97;;;;;;;
52;48;384,5;3.658,30;75,5;200,43;117,01;83,42;;;;;;;
52;50;379,1;3.607,00;75,5;202,19;118,32;83,87;;;;;;;
52;52;373,6;3.554,70;75,5;203,94;119,62;84,32;;;;;;;
52;54;368;3.501,40;75,4;205,69;120,9;84,79;;;;;;;
52;56;362,3;3.447,20;75,4;207,43;122,18;85,25;;;;;;;
52;58;356,5;3.391,90;75,4;209,16;123,44;85,72;;;;;;;
52;60;350,6;3.335,50;75,3;210,88;124,69;86,19;;;;;;;
52;62;344,5;3.278,00;75,3;212,6;125,94;86,66;;;;;;;
52;64;338,4;3.219,60;75,2;214,32;127,16;87,16;;;;;;;
52;66;332,1;3.160,00;75,2;216,03;128,38;87,65;;;;;;;
52;68;325,7;3.099,20;75,1;217,73;129,59;88,14;;;;;;;
52;70;319,2;3.037,10;75,1;219,43;130,79;88,64;;;;;;;
53;10;487,8;4.641,50;76,1;165,87;91,95;73,92;;;;;;;
53;12;483,9;4.604,30;76;167,69;93,38;74,31;;;;;;;
53;14;479,9;4.566,50;76;169,5;94,8;74,7;;;;;;;
53;16;476,2;4.530,80;76;171,2;96,13;75,07;;;;;;;
53;18;471,9;4.490,00;76;173,12;97,63;75,49;;;;;;;
53;20;467,3;4.446,00;76;175,16;99,22;75,94;;;;;;;
53;22;462,5;4.400,80;75,9;177,23;100,83;76,4;;;;;;;
53;24;457,9;4.356,30;75,9;179,23;102,39;76,84;;;;;;;
53;26;453,1;4.311,20;75,9;181,23;103,94;77,29;;;;;;;
53;28;448,5;4.267,30;75,9;183,15;105,43;77,72;;;;;;;
53;30;443,8;4.222,70;75,9;185,07;106,91;78,16;;;;;;;
53;32;439;4.177,20;75,8;187;108,4;78,6;;;;;;;
53;34;434,3;4.132,20;75,8;188,88;109,84;79,04;;;;;;;
53;36;429,5;4.086,40;75,8;190,76;111,28;79,48;;;;;;;
53;38;424,7;4.041,10;75,8;192,58;112,68;79,9;;;;;;;
53;40;419,9;3.995,50;75,7;194,4;114,06;80,34;;;;;;;
53;42;415,1;3.949,30;75,7;196,2;115,43;80,77;;;;;;;
53;44;410,2;3.902,50;75,7;197,99;116,78;81,21;;;;;;;
53;46;405,2;3.855,10;75,7;199,77;118,13;81,64;;;;;;;
53;48;400,1;3.806,90;75,6;201,54;119,46;82,08;;;;;;;
53;50;395;3.758,10;75,6;203,31;120,79;82,52;;;;;;;
53;52;389,8;3.708,50;75,6;205,06;122,1;82,96;;;;;;;
53;54;384,5;3.658,00;75,5;206,81;123,39;83,42;;;;;;;
53;56;379,1;3.606,70;75,5;208,55;124,68;83,87;;;;;;;
53;58;373,6;3.554,40;75,5;210,28;125,96;84,32;;;;;;;
53;60;368;3.501,10;75,4;212,01;127,22;84,79;;;;;;;
53;62;362,3;3.446,90;75,4;213,73;128,48;85,25;;;;;;;
53;64;356,5;3.391,60;75,4;215,44;129,72;85,72;;;;;;;
53;66;350,5;3.335,20;75,3;217,15;130,96;86,19;;;;;;;
53;68;344,5;3.277,80;75,3;218,85;132,19;86,66;;;;;;;
53;70;338,4;3.219,50;75,2;220,55;133,4;87,15;;;;;;;
54;10;500,2;4.758,90;76,1;166,97;94,29;72,68;;;;;;;
54;12;496,3;4.722,50;76,1;168,79;95,72;73,07;;;;;;;
54;14;492,5;4.686,10;76,1;170,59;97,14;73,45;;;;;;;
54;16;488,9;4.651,60;76,1;172,28;98,47;73,81;;;;;;;
54;18;484,6;4.610,50;76;174,27;100,02;74,25;;;;;;;
54;20;480,1;4.567,70;76;176,31;101,62;74,69;;;;;;;
54;22;475,5;4.523,90;76;178,38;103,23;75,15;;;;;;;
54;24;470,9;4.480,90;76;180,37;104,79;75,58;;;;;;;
54;26;466,4;4.437,20;76;182,37;106,35;76,02;;;;;;;
54;28;461,8;4.394,20;75,9;184,32;107,86;76,46;;;;;;;
54;30;457,4;4.351,70;75,9;186,21;109,32;76,89;;;;;;;
54;32;452,7;4.307,70;75,9;188,14;110,82;77,32;;;;;;;
54;34;448,2;4.264,30;75,9;190,02;112,27;77,75;;;;;;;
54;36;443,5;4.220,10;75,9;191,9;113,71;78,19;;;;;;;
54;38;439;4.176,70;75,8;193,72;115,11;78,61;;;;;;;
54;40;434,4;4.132,80;75,8;195,53;116,5;79,03;;;;;;;
54;42;429,7;4.088,40;75,8;197,33;117,88;79,45;;;;;;;
54;44;425;4.043,50;75,8;199,13;119,24;79,89;;;;;;;
54;46;420,2;3.998,20;75,7;200,91;120,6;80,31;;;;;;;
54;48;415,4;3.952,20;75,7;202,68;121,94;80,74;;;;;;;
54;50;410,5;3.905,60;75,7;204,45;123,27;81,18;;;;;;;
54;52;405,5;3.858,40;75,7;206,2;124,59;81,61;;;;;;;
54;54;400,5;3.810,30;75,6;207,95;125,9;82,05;;;;;;;
54;56;395,3;3.761,50;75,6;209,69;127,2;82,49;;;;;;;
54;58;390,1;3.712,00;75,6;211,43;128,49;82,94;;;;;;;
54;60;384,8;3.661,50;75,5;213,16;129,77;83,39;;;;;;;
54;62;379,4;3.610,20;75,5;214,88;131,04;83,84;;;;;;;
54;64;373,9;3.557,90;75,5;216,59;132,3;84,29;;;;;;;
54;66;368,3;3.504,70;75,4;218,3;133,54;84,76;;;;;;;
54;68;362,7;3.450,50;75,4;220,01;134,78;85,23;;;;;;;
54;70;356,8;3.395,30;75,4;221,7;136,02;85,68;;;;;;;
55;10;512,4;4.875,40;76,2;168,09;96,66;71,43;;;;;;;
55;12;508,7;4.840,30;76,2;169,9;98,09;71,81;;;;;;;
55;14;505;4.805,30;76,1;171,68;99,49;72,19;;;;;;;
55;16;501,5;4.771,60;76,1;173,37;100,83;72,54;;;;;;;
55;18;497,2;4.730,40;76,1;175,42;102,44;72,98;;;;;;;
55;20;492,8;4.688,40;76,1;177,49;104,06;73,43;;;;;;;
55;22;488,3;4.645,90;76,1;179,55;105,67;73,88;;;;;;;
55;24;483,9;4.604,20;76;181,54;107,23;74,31;;;;;;;
55;26;479,5;4.561,90;76;183,54;108,79;74,75;;;;;;;
55;28;475,1;4.520,20;76;185,48;110,3;75,18;;;;;;;
55;30;470,8;4.479,10;76;187,37;111,77;75,6;;;;;;;
55;32;466,3;4.436,60;76;189,3;113,27;76,03;;;;;;;
55;34;461,9;4.394,70;75,9;191,18;114,72;76,46;;;;;;;
55;36;457,4;4.352,10;75,9;193,06;116,17;76,89;;;;;;;
55;38;453;4.310,10;75,9;194,88;117,58;77,3;;;;;;;
55;40;448,5;4.267,80;75,9;196,69;118,97;77,72;;;;;;;
55;42;444,1;4.225,20;75,9;198,49;120,36;78,13;;;;;;;
55;44;439,5;4.182,10;75,8;200,28;121,73;78,55;;;;;;;
55;46;435;4.138,50;75,8;202,07;123,09;78,98;;;;;;;
55;48;430,3;4.094,50;75,8;203,84;124,44;79,4;;;;;;;
55;50;425,6;4.049,80;75,8;205,61;125,78;79,83;;;;;;;
55;52;420,9;4.004,70;75,7;207,36;127,11;80,25;;;;;;;
55;54;416,1;3.958,90;75,7;209,11;128,43;80,68;;;;;;;
55;56;411,2;3.912,40;75,7;210,86;129,74;81,12;;;;;;;
55;58;406,2;3.865,30;75,7;212,59;131,04;81,55;;;;;;;
55;60;401,2;3.817,30;75,6;214,32;132,34;81,98;;;;;;;
55;62;396,1;3.768,60;75,6;216,05;133,62;82,43;;;;;;;
55;64;390,9;3.719,00;75,6;217,76;134,89;82,87;;;;;;;
55;66;385,6;3.668,60;75,5;219,47;136,15;83,32;;;;;;;
55;68;380,2;3.617,40;75,5;221,18;137,4;83,78;;;;;;;
55;70;374,7;3.565,20;75,5;222,88;138,65;84,23;;;;;;;
56;10;524,7;4.992,30;76,2;169,18;99,02;70,16;;;;;;;
56;12;521,1;4.957,80;76,2;171;100,47;70,53;;;;;;;
56;14;517,5;4.924,00;76,2;172,77;101,86;70,91;;;;;;;
56;16;513,9;4.889,30;76,2;174,56;103,28;71,28;;;;;;;
56;18;509,6;4.849,10;76,2;176,61;104,9;71,71;;;;;;;
56;20;505,3;4.808,20;76,1;178,68;106,52;72,16;;;;;;;
56;22;501;4.766,90;76,1;180,74;108,14;72,6;;;;;;;
56;24;496,7;4.726,40;76,1;182,73;109,7;73,03;;;;;;;
56;26;492,4;4.685,40;76,1;184,73;111,27;73,46;;;;;;;
56;28;488,2;4.645,00;76,1;186,67;112,78;73,89;;;;;;;
56;30;484;4.605,20;76;188,56;114,25;74,31;;;;;;;
56;32;479,7;4.564,10;76;190,48;115,75;74,73;;;;;;;
56;34;475,4;4.523,50;76;192,36;117,21;75,15;;;;;;;
56;36;471,1;4.482,30;76;194,24;118,67;75,57;;;;;;;
56;38;466,8;4.441,80;76;196,06;120,08;75,98;;;;;;;
56;40;462,5;4.401,00;75,9;197,87;121,48;76,39;;;;;;;
56;42;458,2;4.359,90;75,9;199,67;122,87;76,8;;;;;;;
56;44;453,9;4.318,40;75,9;201,46;124,24;77,22;;;;;;;
56;46;449,4;4.276,40;75,9;203,24;125,61;77,63;;;;;;;
56;48;445;4.234,10;75,9;205,02;126,97;78,05;;;;;;;
56;50;440,5;4.191,20;75,8;206,78;128,32;78,46;;;;;;;
56;52;435,9;4.147,90;75,8;208,54;129,66;78,88;;;;;;;
56;54;431,3;4.104,10;75,8;210,29;130,99;79,3;;;;;;;
56;56;426,7;4.059,70;75,8;212,04;132,31;79,73;;;;;;;
56;58;421,9;4.014,70;75,7;213,78;133,62;80,16;;;;;;;
56;60;417,1;3.969,00;75,7;215,51;134,92;80,59;;;;;;;
56;62;412,3;3.922,70;75,7;217,23;136,21;81,02;;;;;;;
56;64;407,3;3.875,60;75,7;218,95;137,5;81,45;;;;;;;
56;66;402,3;3.827,70;75,6;220,67;138,77;81,9;;;;;;;
56;68;397,2;3.779,00;75,6;222,37;140,04;82,33;;;;;;;
56;70;392;3.729,60;75,6;224,07;141,29;82,78;;;;;;;
57;10;536,8;5.107,10;76,3;170,35;101,48;68,87;;;;;;;
57;12;533,3;5.074,10;76,3;172,14;102,9;69,24;;;;;;;
57;14;529,8;5.041,20;76,3;173,9;104,29;69,61;;;;;;;
57;16;526,2;5.006,30;76,2;175,76;105,76;70;;;;;;;
57;18;522;4.966,80;76,2;177,83;107,4;70,43;;;;;;;
57;20;517,8;4.927,10;76,2;179,9;109,03;70,87;;;;;;;
57;22;513,6;4.887,00;76,2;181,95;110,65;71,3;;;;;;;
57;24;509,5;4.847,70;76,2;183,94;112,21;71,73;;;;;;;
57;26;505,3;4.807,80;76,1;185,94;113,78;72,16;;;;;;;
57;28;501,2;4.768,60;76,1;187,87;115,3;72,57;;;;;;;
57;30;497,1;4.730,00;76,1;189,76;116,77;72,99;;;;;;;
57;32;492,9;4.690,10;76,1;191,69;118,28;73,41;;;;;;;
57;34;488,8;4.650,80;76,1;193,56;119,74;73,82;;;;;;;
57;36;484,6;4.610,90;76;195,44;121,2;74,24;;;;;;;
57;38;480,5;4.571,80;76;197,26;122,61;74,65;;;;;;;
57;40;476,3;4.532,30;76;199,07;124,01;75,06;;;;;;;
57;42;472,2;4.492,60;76;200,87;125,41;75,46;;;;;;;
57;44;468;4.452,50;76;202,66;126,79;75,87;;;;;;;
57;46;463,7;4.412,10;76;204,44;128,16;76,28;;;;;;;
57;48;459,4;4.371,40;75,9;206,22;129,53;76,69;;;;;;;
57;50;455,1;4.330,20;75,9;207,98;130,88;77,1;;;;;;;
57;52;450,7;4.288,50;75,9;209,74;132,23;77,51;;;;;;;
57;54;446,3;4.246,40;75,9;211,49;133,57;77,92;;;;;;;
57;56;441,8;4.203,90;75,8;213,24;134,9;78,34;;;;;;;
57;58;437,3;4.160,80;75,8;214,98;136,22;78,76;;;;;;;
57;60;432,7;4.117,10;75,8;216,71;137,53;79,18;;;;;;;
57;62;428,1;4.072,90;75,8;218,44;138,83;79,61;;;;;;;
57;64;423,3;4.027,90;75,7;220,16;140,13;80,03;;;;;;;
57;66;418,5;3.982,40;75,7;221,87;141,41;80,46;;;;;;;
57;68;413,7;3.936,10;75,7;223,58;142,69;80,89;;;;;;;
57;70;408,8;3.889,20;75,7;225,29;143,96;81,33;;;;;;;
58;10;548,8;5.222,00;76,3;171,51;103,94;67,57;;;;;;;
58;12;545,4;5.189,50;76,3;173,32;105,38;67,94;;;;;;;
58;14;542,1;5.158,00;76,3;175,05;106,75;68,3;;;;;;;
58;16;538,4;5.122,40;76,3;176,99;108,29;68,7;;;;;;;
58;18;534,3;5.083,70;76,3;179,07;109,94;69,13;;;;;;;
58;20;530,2;5.045,10;76,3;181,13;111,57;69,56;;;;;;;
58;22;526,1;5.006,10;76,2;183,19;113,19;70;;;;;;;
58;24;522,1;4.967,90;76,2;185,17;114,75;70,42;;;;;;;
58;26;518,1;4.929,10;76,2;187,17;116,32;70,85;;;;;;;
58;28;514,1;4.891,10;76,2;189,1;117,84;71,26;;;;;;;
58;30;510,1;4.853,60;76,2;190,99;119,32;71,67;;;;;;;
58;32;506;4.814,90;76,1;192,91;120,83;72,08;;;;;;;
58;34;502;4.776,80;76,1;194,78;122,29;72,49;;;;;;;
58;36;498;4.738,10;76,1;196,66;123,76;72,9;;;;;;;
58;38;494;4.700,20;76,1;198,48;125,18;73,3;;;;;;;
58;40;490;4.662,00;76,1;200,29;126,58;73,71;;;;;;;
58;42;485,9;4.623,60;76,1;202,09;127,98;74,11;;;;;;;
58;44;481,9;4.584,90;76;203,88;129,37;74,51;;;;;;;
58;46;477,8;4.545,90;76;205,66;130,75;74,91;;;;;;;
58;48;473,6;4.506,50;76;207,43;132,12;75,31;;;;;;;
58;50;469,5;4.466,80;76;209,2;133,48;75,72;;;;;;;
58;52;465,3;4.426,70;76;210,96;134,83;76,13;;;;;;;
58;54;461;4.386,30;75,9;212,71;136,17;76,54;;;;;;;
58;56;456,7;4.345,30;75,9;214,46;137,51;76,95;;;;;;;
58;58;452,3;4.303,90;75,9;216,2;138,84;77,36;;;;;;;
58;60;447,9;4.262,00;75,9;217,93;140,16;77,77;;;;;;;
58;62;443,5;4.219,70;75,9;219,66;141,47;78,19;;;;;;;
58;64;439;4.176,70;75,8;221,38;142,78;78,6;;;;;;;
58;66;434,4;4.133,20;75,8;223,1;144,07;79,03;;;;;;;
58;68;429,8;4.089,10;75,8;224,81;145,36;79,45;;;;;;;
58;70;425,1;4.044,30;75,8;226,52;146,64;79,88;;;;;;;
59;10;560,7;5.335,30;76,4;172,74;106,47;66,27;;;;;;;
59;12;557,5;5.304,00;76,4;174,52;107,89;66,63;;;;;;;
59;14;554,3;5.274,10;76,4;176,21;109,23;66,98;;;;;;;
59;16;550,5;5.237,40;76,3;178,26;110,86;67,4;;;;;;;
59;18;546,5;5.199,80;76,3;180,34;112,51;67,83;;;;;;;
59;20;542,6;5.162,20;76,3;182,39;114,14;68,25;;;;;;;
59;22;538,6;5.124,30;76,3;184,44;115,76;68,68;;;;;;;
59;24;534,7;5.087,20;76,3;186,43;117,33;69,1;;;;;;;
59;26;530,7;5.049,50;76,3;188,42;118,9;69,52;;;;;;;
59;28;526,8;5.012,50;76,2;190,35;120,42;69,93;;;;;;;
59;30;523;4.976,10;76,2;192,23;121,9;70,33;;;;;;;
59;32;519;4.938,50;76,2;194,16;123,41;70,75;;;;;;;
59;34;515,2;4.901,50;76,2;196,03;124,88;71,15;;;;;;;
59;36;511,2;4.864,00;76,2;197,91;126,35;71,56;;;;;;;
59;38;507,3;4.827,30;76,2;199,72;127,77;71,95;;;;;;;
59;40;503,5;4.790,20;76,1;201,53;129,18;72,35;;;;;;;
59;42;499,5;4.753,00;76,1;203,33;130,58;72,75;;;;;;;
59;44;495,6;4.715,60;76,1;205,12;131,98;73,14;;;;;;;
59;46;491,6;4.677,90;76,1;206,9;133,36;73,54;;;;;;;
59;48;487,6;4.639,80;76,1;208,67;134,73;73,94;;;;;;;
59;50;483,6;4.601,50;76;210,44;136,1;74,34;;;;;;;
59;52;479,6;4.562,80;76;212,2;137,46;74,74;;;;;;;
59;54;475,4;4.523,70;76;213,95;138,81;75,14;;;;;;;
59;56;471,3;4.484,30;76;215,7;140,15;75,55;;;;;;;
59;58;467,1;4.444,50;76;217,44;141,49;75,95;;;;;;;
59;60;462,9;4.404,20;75,9;219,17;142,82;76,35;;;;;;;
59;62;458,6;4.363,60;75,9;220,9;144,14;76,76;;;;;;;
59;64;454,3;4.322,40;75,9;222,63;145,45;77,18;;;;;;;
59;66;449,9;4.280,60;75,9;224,35;146,76;77,59;;;;;;;
59;68;445,5;4.238,40;75,9;226,06;148,06;78;;;;;;;
59;70;441;4.195,70;75,8;227,77;149,35;78,42;;;;;;;
60;10;572,8;5.449,80;76,4;173,89;108,96;64,93;;;;;;;
60;12;569,5;5.418,40;76,4;175,72;110,42;65,3;;;;;;;
60;14;566,3;5.388,00;76,4;177,47;111,82;65,65;;;;;;;
60;16;562,6;5.352,60;76,4;179,5;113,44;66,06;;;;;;;
60;18;558,6;5.315,30;76,4;181,62;115,12;66,5;;;;;;;
60;20;554,8;5.278,60;76,4;183,67;116,75;66,92;;;;;;;
60;22;550,9;5.241,70;76,3;185,72;118,37;67,35;;;;;;;
60;24;547,1;5.205,60;76,3;187,7;119,94;67,76;;;;;;;
60;26;543,3;5.168,90;76,3;189,69;121,51;68,18;;;;;;;
60;28;539,5;5.132,90;76,3;191,62;123,04;68,58;;;;;;;
60;30;535,8;5.097,60;76,3;193,5;124,52;68,98;;;;;;;
60;32;531,9;5.061,00;76,3;195,42;126,04;69,38;;;;;;;
60;34;528,1;5.025,10;76,2;197,29;127,51;69,78;;;;;;;
60;36;524,3;4.988,60;76,2;199,17;128,98;70,19;;;;;;;
60;38;520,6;4.953,00;76,2;200,99;130,4;70,59;;;;;;;
60;40;516,8;4.917,10;76,2;202,79;131,82;70,97;;;;;;;
60;42;513;4.881,10;76,2;204,59;133,22;71,37;;;;;;;
60;44;509,2;4.844,80;76,2;206,38;134,62;71,76;;;;;;;
60;46;505,3;4.808,20;76,1;208,16;136;72,16;;;;;;;
60;48;501,5;4.771,40;76,1;209,93;137,38;72,55;;;;;;;
60;50;497,6;4.734,30;76,1;211,7;138,75;72,95;;;;;;;
60;52;493,6;4.696,90;76,1;213,46;140,12;73,34;;;;;;;
60;54;489,7;4.659,20;76,1;215,21;141,47;73,74;;;;;;;
60;56;485,7;4.621,10;76,1;216,96;142,82;74,14;;;;;;;
60;58;481,6;4.582,70;76;218,7;144,16;74,54;;;;;;;
60;60;477,6;4.543,90;76;220,44;145,5;74,94;;;;;;;
60;62;473,4;4.504,80;76;222,17;146,83;75,34;;;;;;;
60;64;469,3;4.465,20;76;223,89;148,15;75,74;;;;;;;
60;66;465,1;4.425,10;76;225,61;149,46;76,15;;;;;;;
60;68;460,8;4.384,60;75,9;227,33;150,77;76,56;;;;;;;
60;70;456,5;4.343,70;75,9;229,04;152,07;76,97;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Legenda de Variáveis de Análise de Sensibilidade;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Freq. Motor [1];Conjunto BCS 1;;;;;;;;;;;;;
Pjus [1];Nenhum;;;;;;;;;;;;;
